,Run,SRA,Model,Assay,LibrarySelection,Class,Part.of.microRNAOme.1,CellType,batch.used.in.the.normalization.approaches,group.used.in.the.normalization.approaches,Total_reads,Total.Filtered.reads,Trimmed.Reads..unique.,All_miRNA_Reads,Filtered_miRNA_Reads,Unique_miRNAs,Hairpin.miRNAs.Reads,mature.tRNA.Reads,primary.tRNA.Reads,snoRNA.Reads,rRNA.Reads,Other.ncRNA.reads,mRNA.Reads,Remaining.Reads,Experiment,BioProject,Sample,BioSample,CenterName,DOI,PMID
SRR2034275,SRR2034275,SRP058531,Illumina HiSeq 2000,ncRNA-Seq,size fractionation,Stem,No,CD34_cell,73.0,12.0,141070307.0,97757758.0,1807641.0,52946317.0,52864218.0,835.0,52501.0,19923010.0,16404.0,4204407.0,8149289.0,2641205.0,745364.0,9079261.0,SRX1034493,PRJNA284504,SRS942003,SAMN03703083,GEO,DOI: 10.1371/journal.pone.0140445,26468945
SRR1203788,SRR1203788,SRP040525,Illumina HiSeq 2000,RNA-Seq,size fractionation,Stem,No,Embryonic_stem_cell,110.0,7.0,19146354.0,16008857.0,622860.0,11030365.0,10927081.0,1133.0,139431.0,864294.0,130797.0,347162.0,1017821.0,925481.0,185275.0,1368231.0,SRX500214,PRJNA242558,SRS581521,SAMN02698549,GEO,DOI: 10.1038/cr.2015.24,25708366
SRR1203789,SRR1203789,SRP040525,Illumina HiSeq 2000,RNA-Seq,size fractionation,Stem,No,Embryonic_stem_cell,110.0,7.0,15587158.0,8367616.0,340825.0,5686586.0,5661199.0,1041.0,11036.0,765072.0,35989.0,129929.0,499543.0,553528.0,66430.0,619503.0,SRX500215,PRJNA242558,SRS581522,SAMN02698544,GEO,DOI: 10.1038/cr.2015.24,25708366
SRR1203790,SRR1203790,SRP040525,Illumina HiSeq 2000,RNA-Seq,size fractionation,Stem,No,Embryonic_stem_cell,110.0,7.0,15245769.0,13486452.0,464279.0,9921198.0,9901472.0,1139.0,19415.0,666925.0,39183.0,236109.0,791594.0,999760.0,98727.0,713541.0,SRX500216,PRJNA242558,SRS581523,SAMN02698554,GEO,DOI: 10.1038/cr.2015.24,25708366
SRR1203791,SRR1203791,SRP040525,Illumina HiSeq 2000,RNA-Seq,size fractionation,Stem,No,Embryonic_stem_cell,110.0,7.0,13552594.0,9237154.0,426196.0,6874206.0,6853826.0,1076.0,8341.0,427054.0,16967.0,124541.0,541260.0,592148.0,100523.0,552114.0,SRX500217,PRJNA242558,SRS581524,SAMN02698552,GEO,DOI: 10.1038/cr.2015.24,25708366
SRR1203792,SRR1203792,SRP040525,Illumina HiSeq 2000,RNA-Seq,size fractionation,Stem,No,Embryonic_stem_cell,110.0,7.0,15398151.0,14430908.0,410787.0,10668776.0,10653920.0,1137.0,15684.0,868812.0,72402.0,224645.0,1055059.0,970485.0,85126.0,469919.0,SRX500218,PRJNA242558,SRS581525,SAMN02698545,GEO,DOI: 10.1038/cr.2015.24,25708366
SRR1203793,SRR1203793,SRP040525,Illumina HiSeq 2000,RNA-Seq,size fractionation,Stem,No,Embryonic_stem_cell,110.0,7.0,13503861.0,13033545.0,259696.0,11294095.0,11287886.0,901.0,7657.0,429674.0,24982.0,106549.0,519972.0,305018.0,106973.0,238625.0,SRX500219,PRJNA242558,SRS581526,SAMN02698558,GEO,DOI: 10.1038/cr.2015.24,25708366
SRR1203794,SRR1203794,SRP040525,Illumina HiSeq 2000,RNA-Seq,size fractionation,Stem,No,Embryonic_stem_cell,110.0,7.0,19762110.0,16019289.0,624224.0,11258591.0,11159324.0,1209.0,91993.0,1122882.0,181097.0,305402.0,714412.0,702746.0,177571.0,1464595.0,SRX500220,PRJNA242558,SRS581527,SAMN02698555,GEO,DOI: 10.1038/cr.2015.24,25708366
SRR060981,SRR060981,SRP002958,Illumina Genome Analyzer II,RNA-Seq,size fractionation,Immune,SRR060981,Centroblast,46.0,4.0,5816980.0,5647012.0,491301.0,3798350.0,3781135.0,595.0,4535.0,450334.0,92461.0,50805.0,52080.0,176127.0,140848.0,881472.0,SRX023946,PRJNA131879,SRS085440,SAMN00017487,GEO,DOI: 10.1016/j.immuni.2010.05.009,20605486
SRR060982,SRR060982,SRP002958,Illumina Genome Analyzer II,RNA-Seq,size fractionation,Immune,SRR060982,Centrocyte,46.0,4.0,5467515.0,5255765.0,470724.0,3363056.0,3349216.0,557.0,7263.0,432718.0,73275.0,94010.0,29083.0,140337.0,79404.0,1036619.0,SRX023947,PRJNA131879,SRS085441,SAMN00017488,GEO,DOI: 10.1016/j.immuni.2010.05.009,20605486
SRR060983,SRR060983,SRP002958,Illumina Genome Analyzer II,RNA-Seq,size fractionation,Immune,SRR060983,B_cell_pre_germinal_center,46.0,4.0,6774665.0,6692698.0,405660.0,4993188.0,4980100.0,594.0,5210.0,398437.0,94267.0,103342.0,38268.0,110952.0,40495.0,908539.0,SRX023948,PRJNA131879,SRS085442,SAMN00017489,GEO,DOI: 10.1016/j.immuni.2010.05.009,20605486
SRR060984,SRR060984,SRP002958,Illumina Genome Analyzer II,RNA-Seq,size fractionation,Immune,SRR060984,Plasma_cell,46.0,4.0,5760642.0,5634840.0,461615.0,3728641.0,3714155.0,528.0,3733.0,378079.0,42043.0,100700.0,139945.0,98642.0,45214.0,1097843.0,SRX023949,PRJNA131879,SRS085443,SAMN00017490,GEO,DOI: 10.1016/j.immuni.2010.05.009,20605486
SRR7074683,SRR7074683,SRP143502,Illumina HiSeq 2500,miRNA-Seq,size fractionation,Endothelial,No,Endothelial_cell_umbilical_vein,12.0,20.0,70390947.0,42764693.0,2183767.0,22523142.0,22231787.0,1082.0,34194.0,2426137.0,555859.0,548816.0,6683994.0,898037.0,642684.0,8451830.0,SRX4004453,PRJNA454005,SRS3226316,SAMN08995898,GEO,DOI: 10.1038/s41526-020-00108-6,32821776
SRR12363885,SRR12363885,SRP274937,Illumina HiSeq 2500,miRNA-Seq,RT-PCR,Immune,No,Macrophage,68.0,11.0,46505144.0,46184764.0,1654461.0,23369422.0,23168552.0,890.0,75529.0,4136046.0,71552.0,1778040.0,9637322.0,2444783.0,714671.0,3957399.0,SRX8863120,PRJNA649982,SRS7124744,SAMN15690762,FREDERICK NATIONAL LABORATORY FOR CANCER RESEARCH,-,-
SRR12363884,SRR12363884,SRP274937,Illumina HiSeq 2500,miRNA-Seq,RT-PCR,Immune,No,Macrophage,68.0,11.0,61965654.0,61729170.0,2425538.0,24554613.0,24335837.0,897.0,98449.0,8812976.0,103035.0,2750895.0,11906566.0,3645313.0,2994089.0,6863234.0,SRX8863121,PRJNA649982,SRS7124745,SAMN15690763,FREDERICK NATIONAL LABORATORY FOR CANCER RESEARCH,-,-
SRR9734159,SRR9734159,SRP216026,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,No,Macrophage,117.0,11.0,11887907.0,11319272.0,341846.0,7874712.0,7859245.0,681.0,16398.0,1012510.0,25842.0,217000.0,645788.0,571690.0,56666.0,898666.0,SRX6491160,PRJNA556192,SRS5139762,SAMN12342248,GEO,DOI: 10.1038/s41598-019-52770-w,31700158
SRR1709019,SRR1709019,SRP051119,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,No,Dendritic_cell,148.0,11.0,9620395.0,9182362.0,264880.0,7138291.0,7110168.0,842.0,3023.0,341181.0,25199.0,268570.0,403090.0,547469.0,85071.0,370468.0,SRX808115,PRJNA270244,SRS789539,SAMN03264554,GEO,DOI: 10.1371/journal.pgen.1005064,25793259
SRR1853807,SRR1853807,SRP055936,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,SRR1853807,CD8_lymphocyte,72.0,4.0,4071904.0,3751298.0,119464.0,1983987.0,1978295.0,364.0,2273.0,62888.0,363.0,787625.0,259460.0,215357.0,34858.0,404487.0,SRX907403,PRJNA277543,SRS866947,SAMN03393419,GEO,DOI: 10.1534/genetics.115.179176,26416483
SRR1853809,SRR1853809,SRP055936,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,SRR1853809,CD8_lymphocyte,72.0,4.0,2444673.0,2277846.0,136581.0,1028904.0,1026285.0,326.0,1669.0,48778.0,385.0,425641.0,340964.0,194738.0,37809.0,198958.0,SRX907405,PRJNA277543,SRS866946,SAMN03393418,GEO,DOI: 10.1534/genetics.115.179176,26416483
DRR041475,DRR041475,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Immune,No,Monocyte,159.0,11.0,4509255.0,4233434.0,631030.0,1373046.0,1365955.0,555.0,2173.0,496092.0,1272.0,329133.0,936734.0,326319.0,254501.0,514164.0,DRX037109,PRJDB2675,DRS008019,SAMD00005512,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
DRR041502,DRR041502,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Immune,No,CD4_lymphocyte,159.0,4.0,5410146.0,4846373.0,296465.0,1749758.0,1745329.0,445.0,1562.0,363631.0,2411.0,913605.0,1098688.0,343053.0,82027.0,291638.0,DRX037136,PRJDB2675,DRS008070,SAMD00005976,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
DRR041508,DRR041508,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Immune,No,Monocyte,159.0,11.0,3984115.0,3455329.0,588532.0,1039285.0,1032377.0,486.0,1414.0,413732.0,1128.0,270796.0,815578.0,279952.0,245143.0,388301.0,DRX037142,PRJDB2675,DRS008021,SAMD00005539,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
DRR041603,DRR041603,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Immune,No,Mast_cell,159.0,29.0,2772650.0,2352031.0,251944.0,458494.0,455223.0,321.0,532.0,69580.0,47.0,54269.0,1542314.0,41245.0,19529.0,166021.0,DRX037237,PRJDB2675,DRS008225,SAMD00005069,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
DRR041439,DRR041439,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Immune,No,Macrophage,159.0,11.0,1705523.0,1500754.0,106940.0,539505.0,537444.0,384.0,781.0,41859.0,852.0,49508.0,710865.0,39080.0,16668.0,101636.0,DRX037073,PRJDB2675,DRS008214,SAMD00005865,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
DRR041478,DRR041478,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Immune,No,Mast_cell,159.0,29.0,1795932.0,1695585.0,108679.0,942538.0,940940.0,454.0,2190.0,50338.0,5683.0,45551.0,535190.0,50612.0,13833.0,49650.0,DRX037112,PRJDB2675,DRS008222,SAMD00004941,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
SRR5755851,SRR5755851,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,No,CD19_lymphocyte,158.0,4.0,1470231.0,1374594.0,109904.0,200046.0,196796.0,239.0,570.0,61179.0,152.0,158560.0,97993.0,60549.0,17836.0,777709.0,SRX2956031,PRJNA391912,SRS2313234,SAMN07277699,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5755854,SRR5755854,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,No,CD4_lymphocyte,158.0,4.0,1877118.0,1820930.0,134375.0,358163.0,353083.0,274.0,657.0,181285.0,50.0,214733.0,64945.0,95324.0,23296.0,882477.0,SRX2956034,PRJNA391912,SRS2313237,SAMN07277853,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5755855,SRR5755855,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,No,CD8_lymphocyte,158.0,4.0,1743287.0,1681857.0,117379.0,241415.0,237251.0,254.0,481.0,130669.0,37.0,162340.0,53166.0,63153.0,17961.0,1012635.0,SRX2956035,PRJNA391912,SRS2313238,SAMN07277854,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5755858,SRR5755858,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,No,CD19_lymphocyte,158.0,4.0,3662558.0,3018961.0,338273.0,917401.0,886781.0,385.0,935.0,151311.0,383.0,369254.0,217111.0,119068.0,20788.0,1222710.0,SRX2956038,PRJNA391912,SRS2313241,SAMN07277701,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5755859,SRR5755859,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,No,CD56_cell,158.0,13.0,1164128.0,963040.0,55380.0,134852.0,132616.0,212.0,140.0,20656.0,14.0,25869.0,17782.0,13107.0,3600.0,747020.0,SRX2956039,PRJNA391912,SRS2313242,SAMN07277696,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5755860,SRR5755860,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,RBC,No,Red_blood_cell,158.0,49.0,10300082.0,10159150.0,644230.0,161921.0,105151.0,147.0,105.0,1008.0,1.0,1026.0,4667.0,35307.0,1191.0,9953924.0,SRX2956040,PRJNA391912,SRS2313243,SAMN07277695,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5755861,SRR5755861,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,No,CD4_lymphocyte,158.0,4.0,3671591.0,3526200.0,182080.0,920125.0,918087.0,348.0,1357.0,293360.0,133.0,730673.0,205664.0,313495.0,52218.0,1009175.0,SRX2956041,PRJNA391912,SRS2313244,SAMN07277694,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR6032704,SRR6032704,SRP117614,Illumina HiSeq 2000,RNA-Seq,cDNA,Endothelial,No,Endothelial_cell_umbilical_vein,8.0,20.0,32863198.0,24662283.0,1839685.0,12367053.0,12320267.0,812.0,16880.0,4805482.0,14552.0,693509.0,2538598.0,878345.0,273028.0,3074836.0,SRX3182801,PRJNA407208,SRS2511387,SAMN07638757,GEO,DOI: 10.1261/rna.064352.117,29282313
SRR5027488,SRR5027488,SRP093655,Illumina HiSeq 2000,RNA-Seq,cDNA,Endothelial,No,Endothelial_cell_umbilical_vein,22.0,20.0,89597827.0,87831236.0,2698717.0,9285896.0,9240794.0,652.0,238087.0,4016048.0,196222.0,19870799.0,9651379.0,26710689.0,1223774.0,16638342.0,SRX2353591,PRJNA354289,SRS1803298,SAMN06026460,GEO,-,-
SRR5027489,SRR5027489,SRP093655,Illumina HiSeq 2000,RNA-Seq,cDNA,Endothelial,No,Endothelial_cell_umbilical_vein,22.0,20.0,56659656.0,45590628.0,1066809.0,3033858.0,3022699.0,522.0,5952.0,2649173.0,6438.0,11183267.0,14569078.0,4588531.0,590476.0,8963855.0,SRX2353592,PRJNA354289,SRS1803299,SAMN06026459,GEO,-,-
SRR6032702,SRR6032702,SRP117614,Illumina HiSeq 2000,RNA-Seq,cDNA,Endothelial,No,Endothelial_cell_umbilical_vein,8.0,20.0,28487715.0,24373454.0,2162735.0,11297465.0,11258122.0,809.0,18321.0,3497460.0,26403.0,996176.0,4003679.0,1163155.0,240370.0,3130425.0,SRX3182800,PRJNA407208,SRS2511386,SAMN07638750,GEO,DOI: 10.1261/rna.064352.117,29282313
SRR5027475,SRR5027475,SRP093655,Illumina HiSeq 2000,RNA-Seq,cDNA,Endothelial,No,Endothelial_cell_umbilical_vein,22.0,20.0,8635607.0,4629837.0,78770.0,135393.0,128002.0,111.0,1.0,1800196.0,16.0,2107.0,354356.0,1746960.0,4899.0,585909.0,SRX2353578,PRJNA354289,SRS1803285,SAMN06026473,GEO,-,-
SRR976113,SRR976113,SRP023550,Illumina HiSeq 2000,RNA-Seq,size fractionation,Stem,No,iPSC,17.0,7.0,21639169.0,21522313.0,951463.0,8402183.0,8317196.0,1016.0,31588.0,2869007.0,187152.0,1213986.0,833510.0,1059852.0,795044.0,6129991.0,SRX348430,PRJNA206563,SRS479205,SAMN02353799,GEO,DOI: 10.1038/nature12686,24153179
SRR976114,SRR976114,SRP023550,Illumina HiSeq 2000,RNA-Seq,size fractionation,Stem,No,iPSC,17.0,7.0,22326366.0,22184566.0,673774.0,11457653.0,11405351.0,1218.0,72366.0,2498427.0,144593.0,1489539.0,1037596.0,1432385.0,380050.0,3671957.0,SRX348431,PRJNA206563,SRS479207,SAMN02353801,GEO,DOI: 10.1038/nature12686,24153179
SRR4027379,SRR4027379,SRP081654,Illumina HiSeq 2000,miRNA-Seq,RANDOM,Stem,No,iPSC_skin,157.0,7.0,1591317.0,1525095.0,129131.0,538366.0,534816.0,565.0,6419.0,127873.0,5413.0,47800.0,430312.0,181300.0,18020.0,169592.0,SRX2019313,PRJNA338817,SRS1614973,SAMN05559172,SAGE BIONETWORKS,DOI: 10.1016/j.stemcr.2016.05.006,27293150
SRR4027380,SRR4027380,SRP081654,Illumina HiSeq 2000,miRNA-Seq,RANDOM,Stem,No,iPSC_skin,157.0,7.0,2174932.0,2122609.0,104327.0,1627428.0,1624835.0,652.0,3711.0,109519.0,4477.0,32681.0,128229.0,88882.0,8045.0,119637.0,SRX2019314,PRJNA338817,SRS1614926,SAMN05559173,SAGE BIONETWORKS,DOI: 10.1016/j.stemcr.2016.05.006,27293150
SRR4027381,SRR4027381,SRP081654,Illumina HiSeq 2000,miRNA-Seq,RANDOM,Stem,No,iPSC_skin,157.0,7.0,4576653.0,4233764.0,286111.0,2210988.0,2202130.0,775.0,4607.0,293391.0,6180.0,110469.0,876473.0,315317.0,28917.0,387422.0,SRX2019315,PRJNA338817,SRS1614927,SAMN05559174,SAGE BIONETWORKS,DOI: 10.1016/j.stemcr.2016.05.006,27293150
SRR4027383,SRR4027383,SRP081654,Illumina HiSeq 2000,miRNA-Seq,RANDOM,Stem,No,iPSC_skin,157.0,7.0,3038834.0,2927171.0,184307.0,785085.0,782558.0,606.0,7187.0,462721.0,1999.0,95873.0,864959.0,431694.0,31927.0,245726.0,SRX2019317,PRJNA338817,SRS1614928,SAMN05559175,SAGE BIONETWORKS,DOI: 10.1016/j.stemcr.2016.05.006,27293150
SRR4027384,SRR4027384,SRP081654,Illumina HiSeq 2000,miRNA-Seq,RANDOM,Stem,No,iPSC_umbilical_cord_blood,157.0,7.0,3048533.0,2795210.0,233451.0,1098192.0,1090492.0,672.0,20332.0,220099.0,11071.0,82070.0,749952.0,200729.0,35771.0,376994.0,SRX2019318,PRJNA338817,SRS1615060,SAMN05559176,SAGE BIONETWORKS,DOI: 10.1016/j.stemcr.2016.05.006,27293150
SRR4027385,SRR4027385,SRP081654,Illumina HiSeq 2000,miRNA-Seq,RANDOM,Stem,No,iPSC_umbilical_cord_blood,157.0,7.0,2372438.0,2156221.0,206137.0,1063547.0,1057931.0,673.0,18003.0,152165.0,15067.0,58415.0,381240.0,123617.0,26330.0,317837.0,SRX2019319,PRJNA338817,SRS1615061,SAMN05559182,SAGE BIONETWORKS,DOI: 10.1016/j.stemcr.2016.05.006,27293150
SRR4027386,SRR4027386,SRP081654,Illumina HiSeq 2000,miRNA-Seq,RANDOM,Stem,No,iPSC_umbilical_cord_blood,157.0,7.0,2679936.0,2445005.0,225039.0,1225649.0,1217352.0,713.0,22311.0,156227.0,18441.0,71371.0,423017.0,143102.0,32973.0,351914.0,SRX2019320,PRJNA338817,SRS1615062,SAMN05559191,SAGE BIONETWORKS,DOI: 10.1016/j.stemcr.2016.05.006,27293150
SRR4027387,SRR4027387,SRP081654,Illumina HiSeq 2000,miRNA-Seq,RANDOM,Stem,No,iPSC_umbilical_cord_blood,157.0,7.0,2230619.0,2048762.0,190942.0,947148.0,938636.0,656.0,13230.0,132621.0,13646.0,58678.0,423407.0,123255.0,29839.0,306938.0,SRX2019321,PRJNA338817,SRS1615063,SAMN05559197,SAGE BIONETWORKS,DOI: 10.1016/j.stemcr.2016.05.006,27293150
SRR4027388,SRR4027388,SRP081654,Illumina HiSeq 2000,miRNA-Seq,RANDOM,Stem,No,iPSC_umbilical_cord_blood,157.0,7.0,2949856.0,2718891.0,235430.0,1301919.0,1289195.0,754.0,16525.0,159452.0,16337.0,77188.0,542962.0,182503.0,35634.0,386371.0,SRX2019322,PRJNA338817,SRS1615064,SAMN05559202,SAGE BIONETWORKS,DOI: 10.1016/j.stemcr.2016.05.006,27293150
SRR4027389,SRR4027389,SRP081654,Illumina HiSeq 2000,miRNA-Seq,RANDOM,Stem,No,iPSC_umbilical_cord_blood,157.0,7.0,3517210.0,3238635.0,178818.0,2168951.0,2164267.0,817.0,8680.0,173375.0,12632.0,48925.0,401807.0,178452.0,33392.0,212421.0,SRX2019323,PRJNA338817,SRS1614930,SAMN05559208,SAGE BIONETWORKS,DOI: 10.1016/j.stemcr.2016.05.006,27293150
SRR493011,SRR493011,SRP012585,Illumina HiSeq 2000,RNA-Seq,cDNA,Epithelial,SRR493011,Retinal_pigment_epithelial_cell_fetal,77.0,51.0,13025764.0,10719948.0,884669.0,7420437.0,7397902.0,804.0,1688.0,661966.0,6614.0,387196.0,1059330.0,219062.0,133016.0,830639.0,SRX145386,PRJNA162685,SRS311709,SAMN00990523,GEO,DOI: 10.1371/journal.pone.0037224,22848339
SRR11459553,SRR11459553,SRP254788,Illumina NovaSeq 6000,ncRNA-Seq,size fractionation,Muscle,No,Myoblast,63.0,37.0,36240569.0,33618598.0,609931.0,9657121.0,9612123.0,794.0,58940.0,3618654.0,98603.0,7437775.0,2452847.0,3397188.0,2215365.0,4682105.0,SRX8036889,PRJNA622248,SRS6409125,SAMN14503165,GEO,DOI: 10.1038/s41598-021-82706-2,33568691
SRR11459554,SRR11459554,SRP254788,Illumina NovaSeq 6000,ncRNA-Seq,size fractionation,Muscle,No,Myoblast,63.0,37.0,52045563.0,48477455.0,892227.0,14588736.0,14499697.0,869.0,86548.0,6530667.0,138933.0,7774106.0,3117027.0,4025189.0,5971364.0,6244885.0,SRX8036890,PRJNA622248,SRS6409127,SAMN14503164,GEO,DOI: 10.1038/s41598-021-82706-2,33568691
SRR11459555,SRR11459555,SRP254788,Illumina NovaSeq 6000,ncRNA-Seq,size fractionation,Muscle,No,Myoblast,63.0,37.0,37349506.0,33408604.0,629277.0,10319126.0,10271784.0,822.0,57450.0,3056668.0,134336.0,5887045.0,2559953.0,3283622.0,1632568.0,6477836.0,SRX8036891,PRJNA622248,SRS6409128,SAMN14503163,GEO,DOI: 10.1038/s41598-021-82706-2,33568691
SRR11459556,SRR11459556,SRP254788,Illumina NovaSeq 6000,ncRNA-Seq,size fractionation,Muscle,No,Myoblast,63.0,37.0,46076772.0,41792889.0,747284.0,14148622.0,14093755.0,893.0,74239.0,3371946.0,187934.0,6960913.0,3045415.0,4105688.0,1954183.0,7943949.0,SRX8036892,PRJNA622248,SRS6409126,SAMN14503161,GEO,DOI: 10.1038/s41598-021-82706-2,33568691
SRR11459557,SRR11459557,SRP254788,Illumina NovaSeq 6000,ncRNA-Seq,size fractionation,Muscle,No,Myoblast,63.0,37.0,37933989.0,35540353.0,723754.0,9343400.0,9292060.0,850.0,50446.0,3028038.0,106040.0,3849939.0,2517171.0,2272416.0,2270045.0,12102858.0,SRX8036893,PRJNA622248,SRS6409129,SAMN14503160,GEO,DOI: 10.1038/s41598-021-82706-2,33568691
SRR11459558,SRR11459558,SRP254788,Illumina NovaSeq 6000,ncRNA-Seq,size fractionation,Muscle,No,Myoblast,63.0,37.0,38745002.0,36111558.0,790935.0,9507940.0,9452748.0,859.0,47078.0,3406917.0,93542.0,4296761.0,2543384.0,2387557.0,2726414.0,11101965.0,SRX8036894,PRJNA622248,SRS6409130,SAMN14503159,GEO,DOI: 10.1038/s41598-021-82706-2,33568691
SRR11459559,SRR11459559,SRP254789,Illumina NovaSeq 6000,ncRNA-Seq,size fractionation,Muscle,No,Myoblast,64.0,37.0,32863829.0,29184490.0,394694.0,16638695.0,16592319.0,931.0,47870.0,1216381.0,438974.0,4379371.0,1640160.0,2152866.0,144534.0,2525639.0,SRX8036895,PRJNA622247,SRS6409131,SAMN14503158,GEO,DOI: 10.1038/s41598-021-82706-2,33568691
SRR11459560,SRR11459560,SRP254789,Illumina NovaSeq 6000,ncRNA-Seq,size fractionation,Muscle,No,Myoblast,64.0,37.0,25958034.0,23001296.0,353506.0,13096499.0,13056975.0,923.0,38317.0,955048.0,342784.0,3364509.0,1317531.0,1677251.0,106768.0,2102589.0,SRX8036896,PRJNA622247,SRS6409133,SAMN14503157,GEO,DOI: 10.1038/s41598-021-82706-2,33568691
SRR4027368,SRR4027368,SRP081654,Illumina HiSeq 2000,miRNA-Seq,RANDOM,Stem,No,iPSC_skin,157.0,7.0,9138808.0,8106235.0,445872.0,6324461.0,6314366.0,924.0,10027.0,366457.0,17736.0,136875.0,368094.0,315702.0,37010.0,529873.0,SRX2019302,PRJNA338817,SRS1615053,SAMN05559367,SAGE BIONETWORKS,DOI: 10.1016/j.stemcr.2016.05.006,27293150
SRR4027369,SRR4027369,SRP081654,Illumina HiSeq 2000,miRNA-Seq,RANDOM,Stem,No,iPSC_skin,157.0,7.0,7806443.0,6896960.0,490706.0,3775034.0,3758527.0,867.0,15360.0,446362.0,21455.0,254159.0,869946.0,754747.0,41305.0,718592.0,SRX2019303,PRJNA338817,SRS1615054,SAMN05559368,SAGE BIONETWORKS,DOI: 10.1016/j.stemcr.2016.05.006,27293150
SRR4027370,SRR4027370,SRP081654,Illumina HiSeq 2000,miRNA-Seq,RANDOM,Stem,No,iPSC_skin,157.0,7.0,7682410.0,6830250.0,459637.0,3477366.0,3462392.0,880.0,40295.0,360242.0,27049.0,215593.0,1240253.0,631995.0,48979.0,788478.0,SRX2019304,PRJNA338817,SRS1615055,SAMN05559369,SAGE BIONETWORKS,DOI: 10.1016/j.stemcr.2016.05.006,27293150
SRR4027372,SRR4027372,SRP081654,Illumina HiSeq 2000,miRNA-Seq,RANDOM,Stem,No,Blastocyst_derived,157.0,6.0,3529810.0,3391003.0,135260.0,2755020.0,2750971.0,796.0,4355.0,110873.0,11327.0,52919.0,153397.0,109835.0,12972.0,180305.0,SRX2019306,PRJNA338817,SRS1614924,SAMN05559146,SAGE BIONETWORKS,DOI: 10.1016/j.stemcr.2016.05.006,27293150
SRR4027373,SRR4027373,SRP081654,Illumina HiSeq 2000,miRNA-Seq,RANDOM,Stem,No,Blastocyst_derived,157.0,6.0,3280703.0,3012020.0,252473.0,940312.0,936932.0,648.0,5899.0,281743.0,2678.0,108515.0,842882.0,423551.0,44412.0,362028.0,SRX2019307,PRJNA338817,SRS1615056,SAMN05559149,SAGE BIONETWORKS,DOI: 10.1016/j.stemcr.2016.05.006,27293150
SRR4027374,SRR4027374,SRP081654,Illumina HiSeq 2000,miRNA-Seq,RANDOM,Stem,No,iPSC_skin,157.0,7.0,2143122.0,2014687.0,131312.0,1346600.0,1339640.0,770.0,8402.0,134121.0,19808.0,45282.0,114827.0,134316.0,17256.0,194075.0,SRX2019308,PRJNA338817,SRS1615057,SAMN05559159,SAGE BIONETWORKS,DOI: 10.1016/j.stemcr.2016.05.006,27293150
SRR4027375,SRR4027375,SRP081654,Illumina HiSeq 2000,miRNA-Seq,RANDOM,Stem,No,iPSC_skin,157.0,7.0,1549911.0,1471019.0,117032.0,544328.0,541007.0,564.0,6834.0,153282.0,3443.0,48247.0,385104.0,168133.0,15953.0,145695.0,SRX2019309,PRJNA338817,SRS1614961,SAMN05559166,SAGE BIONETWORKS,DOI: 10.1016/j.stemcr.2016.05.006,27293150
SRR4027376,SRR4027376,SRP081654,Illumina HiSeq 2000,miRNA-Seq,RANDOM,Stem,No,iPSC_skin,157.0,7.0,3886081.0,3791537.0,163591.0,2990502.0,2985398.0,776.0,7916.0,186996.0,8881.0,67806.0,191329.0,113647.0,17391.0,207069.0,SRX2019310,PRJNA338817,SRS1614925,SAMN05559167,SAGE BIONETWORKS,DOI: 10.1016/j.stemcr.2016.05.006,27293150
